"Proprietary Name","NDC Package Code","Strength","Dosage Form","Route","Appl. No.","Labeler Name","Product NDC","Nonproprietary Name","Substance Name","Product Type Name","Start Marketing Date","End Marketing Date","Market Category","Package Description","Pharm Class","DEA","Sample Package","Listing Record Certified Through:"
"LOKELMA","50090-6502-0","5 g/5g","POWDER, FOR SUSPENSION","ORAL","NDA207078","A-S Medication Solutions","50090-6502","sodium zirconium cyclosilicate","SODIUM ZIRCONIUM CYCLOSILICATE","HUMAN PRESCRIPTION DRUG","05/25/2023","N/A","NDA","30 PACKET in 1 BOX (50090-6502-0)  / 5 g in 1 PACKET","N/A","N/A","No","12/31/2024"
"Lorazepam","68788-7533-1","2 mg/1","TABLET","ORAL","ANDA203572","Preferred Pharmaceuticals, Inc.","68788-7533","Lorazepam","LORAZEPAM","HUMAN PRESCRIPTION DRUG","10/04/2019","N/A","ANDA","100 TABLET in 1 BOTTLE (68788-7533-1)","Benzodiazepine [EPC],  Benzodiazepines [CS]","CIV","No","12/31/2024"
"Lorazepam","68788-7533-3","2 mg/1","TABLET","ORAL","ANDA203572","Preferred Pharmaceuticals, Inc.","68788-7533","Lorazepam","LORAZEPAM","HUMAN PRESCRIPTION DRUG","10/04/2019","N/A","ANDA","30 TABLET in 1 BOTTLE (68788-7533-3)","Benzodiazepine [EPC],  Benzodiazepines [CS]","CIV","No","12/31/2024"
"Lorazepam","68788-7533-6","2 mg/1","TABLET","ORAL","ANDA203572","Preferred Pharmaceuticals, Inc.","68788-7533","Lorazepam","LORAZEPAM","HUMAN PRESCRIPTION DRUG","10/04/2019","N/A","ANDA","60 TABLET in 1 BOTTLE (68788-7533-6)","Benzodiazepine [EPC],  Benzodiazepines [CS]","CIV","No","12/31/2024"
"Lorazepam","68788-7533-8","2 mg/1","TABLET","ORAL","ANDA203572","Preferred Pharmaceuticals, Inc.","68788-7533","Lorazepam","LORAZEPAM","HUMAN PRESCRIPTION DRUG","10/04/2019","N/A","ANDA","120 TABLET in 1 BOTTLE (68788-7533-8)","Benzodiazepine [EPC],  Benzodiazepines [CS]","CIV","No","12/31/2024"
"Lorazepam","68788-7533-9","2 mg/1","TABLET","ORAL","ANDA203572","Preferred Pharmaceuticals, Inc.","68788-7533","Lorazepam","LORAZEPAM","HUMAN PRESCRIPTION DRUG","10/04/2019","N/A","ANDA","90 TABLET in 1 BOTTLE (68788-7533-9)","Benzodiazepine [EPC],  Benzodiazepines [CS]","CIV","No","12/31/2024"
"Losartan Potassium","68788-8186-3","100 mg/1","TABLET, FILM COATED","ORAL","ANDA091497","Preferred Pharmaceuticals Inc.","68788-8186","Losartan Potassium","LOSARTAN POTASSIUM","HUMAN PRESCRIPTION DRUG","05/06/2022","N/A","ANDA","30 TABLET, FILM COATED in 1 BOTTLE (68788-8186-3)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]","N/A","No","12/31/2024"
"Losartan Potassium","68788-8186-6","100 mg/1","TABLET, FILM COATED","ORAL","ANDA091497","Preferred Pharmaceuticals Inc.","68788-8186","Losartan Potassium","LOSARTAN POTASSIUM","HUMAN PRESCRIPTION DRUG","05/06/2022","N/A","ANDA","60 TABLET, FILM COATED in 1 BOTTLE (68788-8186-6)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]","N/A","No","12/31/2024"
"Losartan Potassium","68788-8186-9","100 mg/1","TABLET, FILM COATED","ORAL","ANDA091497","Preferred Pharmaceuticals Inc.","68788-8186","Losartan Potassium","LOSARTAN POTASSIUM","HUMAN PRESCRIPTION DRUG","05/06/2022","N/A","ANDA","90 TABLET, FILM COATED in 1 BOTTLE (68788-8186-9)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]","N/A","No","12/31/2024"
"Losartan Potassium","68788-8186-1","100 mg/1","TABLET, FILM COATED","ORAL","ANDA091497","Preferred Pharmaceuticals Inc.","68788-8186","Losartan Potassium","LOSARTAN POTASSIUM","HUMAN PRESCRIPTION DRUG","05/06/2022","N/A","ANDA","100 TABLET, FILM COATED in 1 BOTTLE (68788-8186-1)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]","N/A","No","12/31/2024"
"LOTEMAX","24208-503-07","5 mg/g","GEL","OPHTHALMIC","NDA202872","Bausch & Lomb Incorporated","24208-503","loteprednol etabonate","LOTEPREDNOL ETABONATE","HUMAN PRESCRIPTION DRUG","10/12/2012","N/A","NDA","1 BOTTLE in 1 CARTON (24208-503-07)  / 5 g in 1 BOTTLE","Corticosteroid Hormone Receptor Agonists [MoA],  Corticosteroid [EPC]","N/A","No","12/31/2024"
"LOTEMAX","24208-503-48","5 mg/g","GEL","OPHTHALMIC","NDA202872","Bausch & Lomb Incorporated","24208-503","loteprednol etabonate","LOTEPREDNOL ETABONATE","HUMAN PRESCRIPTION DRUG","10/12/2012","N/A","NDA","1 BOTTLE in 1 CARTON (24208-503-48)  / .5 g in 1 BOTTLE","Corticosteroid Hormone Receptor Agonists [MoA],  Corticosteroid [EPC]","N/A","No","12/31/2024"
"LOTEMAX","24208-503-96","5 mg/g","GEL","OPHTHALMIC","NDA202872","Bausch & Lomb Incorporated","24208-503","loteprednol etabonate","LOTEPREDNOL ETABONATE","HUMAN PRESCRIPTION DRUG","10/12/2012","N/A","NDA","1 BOTTLE in 1 CARTON (24208-503-96)  / 5 g in 1 BOTTLE","Corticosteroid Hormone Receptor Agonists [MoA],  Corticosteroid [EPC]","N/A","No","12/31/2024"
"Lovastatin","43063-548-95","40 mg/1","TABLET","ORAL","ANDA075991","PD-Rx Pharmaceuticals, Inc.","43063-548","Lovastatin","LOVASTATIN","HUMAN PRESCRIPTION DRUG","09/16/2022","N/A","ANDA","1000 TABLET in 1 BOTTLE, PLASTIC (43063-548-95)","HMG-CoA Reductase Inhibitor [EPC],  Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]","N/A","No","12/31/2025"
"Lovastatin","43063-548-93","40 mg/1","TABLET","ORAL","ANDA075991","PD-Rx Pharmaceuticals, Inc.","43063-548","Lovastatin","LOVASTATIN","HUMAN PRESCRIPTION DRUG","12/24/2014","N/A","ANDA","180 TABLET in 1 BOTTLE, PLASTIC (43063-548-93)","HMG-CoA Reductase Inhibitor [EPC],  Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]","N/A","No","12/31/2025"
"Lovastatin","43063-548-30","40 mg/1","TABLET","ORAL","ANDA075991","PD-Rx Pharmaceuticals, Inc.","43063-548","Lovastatin","LOVASTATIN","HUMAN PRESCRIPTION DRUG","11/15/2014","N/A","ANDA","30 TABLET in 1 BOTTLE, PLASTIC (43063-548-30)","HMG-CoA Reductase Inhibitor [EPC],  Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]","N/A","No","12/31/2025"
"Lovastatin","43063-548-90","40 mg/1","TABLET","ORAL","ANDA075991","PD-Rx Pharmaceuticals, Inc.","43063-548","Lovastatin","LOVASTATIN","HUMAN PRESCRIPTION DRUG","11/15/2014","N/A","ANDA","90 TABLET in 1 BOTTLE, PLASTIC (43063-548-90)","HMG-CoA Reductase Inhibitor [EPC],  Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]","N/A","No","12/31/2025"
"Lovastatin","43063-548-14","40 mg/1","TABLET","ORAL","ANDA075991","PD-Rx Pharmaceuticals, Inc.","43063-548","Lovastatin","LOVASTATIN","HUMAN PRESCRIPTION DRUG","11/15/2014","N/A","ANDA","14 TABLET in 1 BOTTLE, PLASTIC (43063-548-14)","HMG-CoA Reductase Inhibitor [EPC],  Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]","N/A","No","12/31/2025"
"Lurasidone hydrochloride","68382-967-01","80 mg/1","TABLET, COATED","ORAL","ANDA208052","Zydus Pharmaceuticals USA Inc.","68382-967","Lurasidone hydrochloride","LURASIDONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","02/01/2023","N/A","ANDA","100 TABLET, COATED in 1 BOTTLE (68382-967-01)","Atypical Antipsychotic [EPC]","N/A","No","12/31/2024"
"Lurasidone hydrochloride","68382-967-05","80 mg/1","TABLET, COATED","ORAL","ANDA208052","Zydus Pharmaceuticals USA Inc.","68382-967","Lurasidone hydrochloride","LURASIDONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","02/01/2023","N/A","ANDA","500 TABLET, COATED in 1 BOTTLE (68382-967-05)","Atypical Antipsychotic [EPC]","N/A","No","12/31/2024"
"Lurasidone hydrochloride","68382-967-06","80 mg/1","TABLET, COATED","ORAL","ANDA208052","Zydus Pharmaceuticals USA Inc.","68382-967","Lurasidone hydrochloride","LURASIDONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","02/01/2023","N/A","ANDA","30 TABLET, COATED in 1 BOTTLE (68382-967-06)","Atypical Antipsychotic [EPC]","N/A","No","12/31/2024"
"Lurasidone hydrochloride","68382-967-16","80 mg/1","TABLET, COATED","ORAL","ANDA208052","Zydus Pharmaceuticals USA Inc.","68382-967","Lurasidone hydrochloride","LURASIDONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","02/01/2023","N/A","ANDA","90 TABLET, COATED in 1 BOTTLE (68382-967-16)","Atypical Antipsychotic [EPC]","N/A","No","12/31/2024"
"Lurasidone hydrochloride","68382-967-77","80 mg/1","TABLET, COATED","ORAL","ANDA208052","Zydus Pharmaceuticals USA Inc.","68382-967","Lurasidone hydrochloride","LURASIDONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","02/01/2023","N/A","ANDA","100 BLISTER PACK in 1 CARTON (68382-967-77)  / 1 TABLET, COATED in 1 BLISTER PACK (68382-967-30)","Atypical Antipsychotic [EPC]","N/A","No","12/31/2024"
"LYVISPAH","64896-076-09","5 mg/1","GRANULE","ORAL","NDA215422","Amneal Pharmaceuticals LLC","64896-076","baclofen","BACLOFEN","HUMAN PRESCRIPTION DRUG","06/01/2023","N/A","NDA","90 PACKET in 1 CARTON (64896-076-09)  / 1 GRANULE in 1 PACKET","GABA A Agonists [MoA],  GABA B Agonists [MoA],  gamma-Aminobutyric Acid-ergic Agonist [EPC]","N/A","No","12/31/2024"
"Magnesium Oxide","0603-0209-22","400 mg/1","TABLET","ORAL","M001","PAR Pharmaceuticals","0603-0209","Magnesium Oxide","MAGNESIUM OXIDE","HUMAN OTC DRUG","07/01/2014","N/A","OTC MONOGRAPH DRUG","120 TABLET in 1 BOTTLE (0603-0209-22)","Calculi Dissolution Agent [EPC],  Increased Large Intestinal Motility [PE],  Inhibition Large Intestine Fluid/Electrolyte Absorption [PE],  Inhibition Small Intestine Fluid/Electrolyte Absorption [PE],  Magnesium Ion Exchange Activity [MoA],  Osmotic Activity [MoA],  Osmotic Laxative [EPC],  Stimulation Large Intestine Fluid/Electrolyte Secretion [PE]","N/A","No","12/31/2024"
"Magnesium Sulfate in Water","44567-422-24","20 g/500mL","INJECTION","INTRAVENOUS","ANDA207350","WG Critical Care, LLC","44567-422","Magnesium Sulfate","MAGNESIUM SULFATE HEPTAHYDRATE","HUMAN PRESCRIPTION DRUG","01/09/2018","N/A","ANDA","24 BAG in 1 CARTON (44567-422-24)  / 500 mL in 1 BAG","Calculi Dissolution Agent [EPC],  Increased Large Intestinal Motility [PE],  Inhibition Large Intestine Fluid/Electrolyte Absorption [PE],  Inhibition Small Intestine Fluid/Electrolyte Absorption [PE],  Magnesium Ion Exchange Activity [MoA],  Osmotic Activity [MoA],  Osmotic Laxative [EPC],  Stimulation Large Intestine Fluid/Electrolyte Secretion [PE]","N/A","No","12/31/2025"
"Maxim Assure","70542-701-41","1 g/L","SOAP","TOPICAL","505G(a)(3)","Midlab Incorporated","70542-701","PCMX, Dishwashing and Hand Soap","CHLOROXYLENOL","HUMAN OTC DRUG","01/12/2017","N/A","OTC MONOGRAPH DRUG","3.78 L in 1 BOTTLE, PLASTIC (70542-701-41)","N/A","N/A","No","12/31/2024"
"MAXOCAINE PAIN RELIEVING ROLL-ON","72188-170-03","40 mg/mL,                         10  mg/mL","LIQUID","TOPICAL","M017","Prime Commerce, LLC","72188-170","LIDOCAINE HYDROCHLORIDE, MENTHOL","LIDOCAINE HYDROCHLORIDE;  MENTHOL","HUMAN OTC DRUG","03/01/2018","N/A","OTC MONOGRAPH DRUG","88 mL in 1 BOTTLE, WITH APPLICATOR (72188-170-03)","Amide Local Anesthetic [EPC],  Amides [CS],  Antiarrhythmic [EPC],  Local Anesthesia [PE]","N/A","No","12/31/2024"
"Medi-First Alcohol Wipes","47682-222-33",".7 mL/1","SWAB","TOPICAL","M003","Unifirst First Aid Corporation","47682-222","Isopropyl Alcohol","ISOPROPYL ALCOHOL","HUMAN OTC DRUG","05/09/2017","N/A","OTC MONOGRAPH DRUG","100 PACKET in 1 BOX (47682-222-33)  / 1 SWAB in 1 PACKET","N/A","N/A","No","12/31/2025"
"Medi-First Alcohol Wipes","47682-222-50",".7 mL/1","SWAB","TOPICAL","M003","Unifirst First Aid Corporation","47682-222","Isopropyl Alcohol","ISOPROPYL ALCOHOL","HUMAN OTC DRUG","05/09/2017","N/A","OTC MONOGRAPH DRUG","50 PACKET in 1 BOX (47682-222-50)  / 1 SWAB in 1 PACKET","N/A","N/A","No","12/31/2025"
"Medi-First Alcohol Wipes","47682-222-12",".7 mL/1","SWAB","TOPICAL","M003","Unifirst First Aid Corporation","47682-222","Isopropyl Alcohol","ISOPROPYL ALCOHOL","HUMAN OTC DRUG","11/07/2016","N/A","OTC MONOGRAPH DRUG","10 PACKET in 1 BOX (47682-222-12)  / 1 SWAB in 1 PACKET (47682-222-99)","N/A","N/A","No","12/31/2025"
"Medi-First Antiseptic Wipes","47682-122-33","1.3 mg/1","CLOTH","TOPICAL","M003","Unifirst First Aid Corporation","47682-122","Benzalkonium chloride","BENZALKONIUM CHLORIDE","HUMAN OTC DRUG","02/01/2022","N/A","OTC MONOGRAPH DRUG","100 PACKET in 1 BOX (47682-122-33)  / 1 CLOTH in 1 PACKET (47682-122-99)","N/A","N/A","No","12/31/2025"
"Medi-First Antiseptic Wipes","47682-122-71","1.3 mg/1","CLOTH","TOPICAL","M003","Unifirst First Aid Corporation","47682-122","Benzalkonium chloride","BENZALKONIUM CHLORIDE","HUMAN OTC DRUG","02/01/2022","N/A","OTC MONOGRAPH DRUG","20 PACKET in 1 BOX (47682-122-71)  / 1 CLOTH in 1 PACKET (47682-122-99)","N/A","N/A","No","12/31/2025"
"Medi-First Plus Triple Antibiotic","47682-938-73","400 [USP'U]/g,                         3.5  mg/g,                         5000  [USP'U]/g","OINTMENT","TOPICAL","M004","Unifirst First Aid Corporation","47682-938","Bacitracin zinc, Neomycin sulfate, Polymyxin B sulfate","BACITRACIN ZINC;  NEOMYCIN SULFATE;  POLYMYXIN B SULFATE","HUMAN OTC DRUG","06/01/2021","04/30/2028","OTC MONOGRAPH DRUG","25 PACKET in 1 BOX (47682-938-73)  / .5 g in 1 PACKET","Aminoglycoside Antibacterial [EPC],  Aminoglycosides [CS],  Decreased Cell Wall Synthesis & Repair [PE],  Polymyxin-class Antibacterial [EPC],  Polymyxins [CS]","N/A","No","N/A"
"Medicated Corn Removers","56104-249-01","40 mg/91","PATCH","TOPICAL","M030","Premier Brands of America, Inc.","56104-249","Salicylic Acid","SALICYLIC ACID","HUMAN OTC DRUG","07/13/2022","N/A","OTC MONOGRAPH DRUG","9 PATCH in 1 PACKAGE (56104-249-01)","N/A","N/A","No","12/31/2025"
"Medline Alcohol Prep","53329-805-97","70 mL/100mL","SWAB","TOPICAL","part333A","Medline Industries, LP","53329-805","Isopropyl Alcohol","ISOPROPYL ALCOHOL","HUMAN OTC DRUG","01/01/2007","N/A","OTC MONOGRAPH NOT FINAL","3000 PACKET in 1 CASE (53329-805-97)  / 1 APPLICATOR in 1 PACKET / 5 mL in 1 APPLICATOR","N/A","N/A","No","12/31/2024"
"Medline Alcohol Prep","53329-805-09","70 mL/100mL","SWAB","TOPICAL","part333A","Medline Industries, LP","53329-805","Isopropyl Alcohol","ISOPROPYL ALCOHOL","HUMAN OTC DRUG","01/01/2007","N/A","OTC MONOGRAPH NOT FINAL","1 APPLICATOR in 1 PACKET (53329-805-09)  / 5 mL in 1 APPLICATOR","N/A","N/A","No","12/31/2024"
"Medline Alcohol Prep","53329-805-30","70 mL/100mL","SWAB","TOPICAL","part333A","Medline Industries, LP","53329-805","Isopropyl Alcohol","ISOPROPYL ALCOHOL","HUMAN OTC DRUG","01/01/2007","N/A","OTC MONOGRAPH NOT FINAL","100 PACKET in 1 BOX (53329-805-30)  / 1 APPLICATOR in 1 PACKET / 5 mL in 1 APPLICATOR","N/A","N/A","No","12/31/2024"
"Medline Alcohol Prep","53329-805-57","70 mL/100mL","SWAB","TOPICAL","part333A","Medline Industries, LP","53329-805","Isopropyl Alcohol","ISOPROPYL ALCOHOL","HUMAN OTC DRUG","09/22/2020","N/A","OTC MONOGRAPH NOT FINAL","12 PACKET in 1 PACKAGE (53329-805-57)  / 1 APPLICATOR in 1 PACKET / 5 mL in 1 APPLICATOR","N/A","N/A","No","12/31/2024"
"Medline Alcohol Prep","53329-805-60","70 mL/100mL","SWAB","TOPICAL","part333A","Medline Industries, LP","53329-805","Isopropyl Alcohol","ISOPROPYL ALCOHOL","HUMAN OTC DRUG","01/01/2007","N/A","OTC MONOGRAPH NOT FINAL","200 PACKET in 1 BOX (53329-805-60)  / 1 APPLICATOR in 1 PACKET / 5 mL in 1 APPLICATOR","N/A","N/A","No","12/31/2024"
"Medline Alcohol Prep","53329-805-86","70 mL/100mL","SWAB","TOPICAL","part333A","Medline Industries, LP","53329-805","Isopropyl Alcohol","ISOPROPYL ALCOHOL","HUMAN OTC DRUG","01/01/2007","N/A","OTC MONOGRAPH NOT FINAL","3984 PACKET in 1 CASE (53329-805-86)  / 1 APPLICATOR in 1 PACKET / 5 mL in 1 APPLICATOR","N/A","N/A","No","12/31/2024"
"Mejoralito","69729-068-02","160 mg/5mL","SUSPENSION","ORAL","part343","OPMX LLC","69729-068","Acetaminophen","ACETAMINOPHEN","HUMAN OTC DRUG","02/01/2021","N/A","OTC MONOGRAPH NOT FINAL","60 mL in 1 BOTTLE (69729-068-02)","N/A","N/A","No","12/31/2024"
"Meloxicam","68462-141-01","15 mg/1","TABLET","ORAL","ANDA077932","Glenmark Pharmaceuticals Inc., USA","68462-141","Meloxicam","MELOXICAM","HUMAN PRESCRIPTION DRUG","06/01/2021","N/A","ANDA","100 TABLET in 1 BOTTLE (68462-141-01)","Anti-Inflammatory Agents,  Non-Steroidal [CS],  Cyclooxygenase Inhibitors [MoA],  Nonsteroidal Anti-inflammatory Drug [EPC]","N/A","No","12/31/2025"
"Memantine hydrochloride","68180-229-07","5 mg/1","TABLET, FILM COATED","ORAL","ANDA090051","Lupin Pharmaceuticals, Inc.","68180-229","Memantine hydrochloride","MEMANTINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","07/13/2015","N/A","ANDA","60 TABLET, FILM COATED in 1 BOTTLE (68180-229-07)","N-methyl-D-aspartate Receptor Antagonist [EPC],  NMDA Receptor Antagonists [MoA]","N/A","No","12/31/2025"
"memantine hydrochloride","68180-246-06","7 mg/1","CAPSULE, EXTENDED RELEASE","ORAL","ANDA206028","Lupin Pharmaceuticals, Inc.","68180-246","memantine hydrochloride","MEMANTINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","02/20/2018","N/A","ANDA","30 CAPSULE, EXTENDED RELEASE in 1 BOTTLE (68180-246-06)","N-methyl-D-aspartate Receptor Antagonist [EPC],  NMDA Receptor Antagonists [MoA]","N/A","No","12/31/2025"
"Menstrual Complete","69517-130-20","500 mg/1,                         60  mg/1,                         15  mg/1","TABLET, COATED","ORAL","M013","Healthlife of USA","69517-130","Menstrual Complete","ACETAMINOPHEN;  CAFFEINE;  PYRILAMINE MALEATE","HUMAN OTC DRUG","05/31/2017","N/A","OTC MONOGRAPH DRUG","1 BOTTLE in 1 CARTON (69517-130-20)  / 20 TABLET, COATED in 1 BOTTLE","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE],  Methylxanthine [EPC],  Xanthines [CS]","N/A","No","12/31/2024"
"Menstrual Complete","69517-130-24","500 mg/1,                         60  mg/1,                         15  mg/1","TABLET, COATED","ORAL","M013","Healthlife of USA","69517-130","Menstrual Complete","ACETAMINOPHEN;  CAFFEINE;  PYRILAMINE MALEATE","HUMAN OTC DRUG","12/28/2017","N/A","OTC MONOGRAPH DRUG","24 TABLET, COATED in 1 BOTTLE (69517-130-24)","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE],  Methylxanthine [EPC],  Xanthines [CS]","N/A","No","12/31/2024"
"Menstrual Complete","71679-127-00","500 mg/1,                         60  mg/1,                         15  mg/1","TABLET, COATED","ORAL","M013","Health Pharma USA LLC","71679-127","Menstrual Complete","ACETAMINOPHEN;  CAFFEINE;  PYRILAMINE MALEATE","HUMAN OTC DRUG","02/13/2021","N/A","OTC MONOGRAPH DRUG","1 BAG in 1 BOX (71679-127-00)  / 23357 TABLET, COATED in 1 BAG","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE],  Methylxanthine [EPC],  Xanthines [CS]","N/A","No","12/31/2024"
"MENTHOL PAIN RELIEF Gel-Patch","73557-131-16",".05 g/g","PATCH","TOPICAL","M017","Shanghai Chuangshi Medical Technology (Group) Co., Ltd.","73557-131","Menthol","MENTHOL","HUMAN OTC DRUG","01/09/2024","N/A","OTC MONOGRAPH DRUG","15 PATCH in 1 BOX (73557-131-16)  / 11 g in 1 PATCH (73557-131-02)","N/A","N/A","No","12/31/2025"
"MENTHOL PAIN RELIEF Gel-Patch","73557-131-05",".05 g/g","PATCH","TOPICAL","M017","Shanghai Chuangshi Medical Technology (Group) Co., Ltd.","73557-131","Menthol","MENTHOL","HUMAN OTC DRUG","02/02/2024","N/A","OTC MONOGRAPH DRUG","5 PATCH in 1 BOX (73557-131-05)  / 11 g in 1 PATCH (73557-131-02)","N/A","N/A","No","12/31/2025"
"Methocarbamol","55700-990-30","500 mg/1","TABLET","ORAL","ANDA040489","Quality Care Products, LLC","55700-990","methocarbamol","METHOCARBAMOL","HUMAN PRESCRIPTION DRUG","12/15/2022","N/A","ANDA","30 TABLET in 1 BOTTLE (55700-990-30)","Centrally-mediated Muscle Relaxation [PE],  Muscle Relaxant [EPC]","N/A","No","12/31/2024"
"Methylphenidate Hydrochloride","63629-2461-1","36 mg/1","TABLET, EXTENDED RELEASE","ORAL","ANDA205327","Bryant Ranch Prepack","63629-2461","Methylphenidate hydrochloride","METHYLPHENIDATE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","02/08/2022","N/A","ANDA","100 TABLET, EXTENDED RELEASE in 1 BOTTLE (63629-2461-1)","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2024"
"metoprolol succinate","68788-8069-3","25 mg/1","TABLET, EXTENDED RELEASE","ORAL","ANDA203894","Preferred Pharmaceuticals Inc.","68788-8069","metoprolol succinate","METOPROLOL SUCCINATE","HUMAN PRESCRIPTION DRUG","08/23/2021","N/A","ANDA","30 TABLET, EXTENDED RELEASE in 1 BOTTLE (68788-8069-3)","Adrenergic beta-Antagonists [MoA],  beta-Adrenergic Blocker [EPC]","N/A","No","12/31/2024"
"metoprolol succinate","68788-8069-6","25 mg/1","TABLET, EXTENDED RELEASE","ORAL","ANDA203894","Preferred Pharmaceuticals Inc.","68788-8069","metoprolol succinate","METOPROLOL SUCCINATE","HUMAN PRESCRIPTION DRUG","08/23/2021","N/A","ANDA","60 TABLET, EXTENDED RELEASE in 1 BOTTLE (68788-8069-6)","Adrenergic beta-Antagonists [MoA],  beta-Adrenergic Blocker [EPC]","N/A","No","12/31/2024"
"metoprolol succinate","68788-8069-9","25 mg/1","TABLET, EXTENDED RELEASE","ORAL","ANDA203894","Preferred Pharmaceuticals Inc.","68788-8069","metoprolol succinate","METOPROLOL SUCCINATE","HUMAN PRESCRIPTION DRUG","08/23/2021","N/A","ANDA","90 TABLET, EXTENDED RELEASE in 1 BOTTLE (68788-8069-9)","Adrenergic beta-Antagonists [MoA],  beta-Adrenergic Blocker [EPC]","N/A","No","12/31/2024"
"Metoprolol Succinate","75834-291-00","50 mg/1","TABLET, EXTENDED RELEASE","ORAL","ANDA203028","Nivagen Pharmaceuticals, Inc.","75834-291","Metoprolol Succinate","METOPROLOL SUCCINATE","HUMAN PRESCRIPTION DRUG","02/23/2022","N/A","ANDA","1000 TABLET, EXTENDED RELEASE in 1 BOTTLE (75834-291-00)","Adrenergic beta-Antagonists [MoA],  beta-Adrenergic Blocker [EPC]","N/A","No","12/31/2024"
"Metoprolol Succinate","75834-291-01","50 mg/1","TABLET, EXTENDED RELEASE","ORAL","ANDA203028","Nivagen Pharmaceuticals, Inc.","75834-291","Metoprolol Succinate","METOPROLOL SUCCINATE","HUMAN PRESCRIPTION DRUG","02/23/2022","N/A","ANDA","100 TABLET, EXTENDED RELEASE in 1 BOTTLE (75834-291-01)","Adrenergic beta-Antagonists [MoA],  beta-Adrenergic Blocker [EPC]","N/A","No","12/31/2024"
"Metoprolol Succinate","75834-291-05","50 mg/1","TABLET, EXTENDED RELEASE","ORAL","ANDA203028","Nivagen Pharmaceuticals, Inc.","75834-291","Metoprolol Succinate","METOPROLOL SUCCINATE","HUMAN PRESCRIPTION DRUG","02/23/2022","N/A","ANDA","500 TABLET, EXTENDED RELEASE in 1 BOTTLE (75834-291-05)","Adrenergic beta-Antagonists [MoA],  beta-Adrenergic Blocker [EPC]","N/A","No","12/31/2024"
"Metoprolol Tartrate and Hydrochlorothiazide","62756-369-08","50 mg/1,                         100  mg/1","TABLET","ORAL","ANDA090654","Sun Pharmaceutical Industries, Inc.","62756-369","Metoprolol Tartrate and Hydrochlorothiazide","HYDROCHLOROTHIAZIDE;  METOPROLOL TARTRATE","HUMAN PRESCRIPTION DRUG","04/01/2022","N/A","ANDA","100 TABLET in 1 BOTTLE (62756-369-08)","Adrenergic beta-Antagonists [MoA],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS],  beta-Adrenergic Blocker [EPC]","N/A","No","12/31/2025"
"Metoprolol Tartrate and Hydrochlorothiazide","62756-369-18","50 mg/1,                         100  mg/1","TABLET","ORAL","ANDA090654","Sun Pharmaceutical Industries, Inc.","62756-369","Metoprolol Tartrate and Hydrochlorothiazide","HYDROCHLOROTHIAZIDE;  METOPROLOL TARTRATE","HUMAN PRESCRIPTION DRUG","04/01/2022","N/A","ANDA","1000 TABLET in 1 BOTTLE (62756-369-18)","Adrenergic beta-Antagonists [MoA],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS],  beta-Adrenergic Blocker [EPC]","N/A","No","12/31/2025"
"Metoprolol Tartrate and Hydrochlorothiazide","62756-369-83","50 mg/1,                         100  mg/1","TABLET","ORAL","ANDA090654","Sun Pharmaceutical Industries, Inc.","62756-369","Metoprolol Tartrate and Hydrochlorothiazide","HYDROCHLOROTHIAZIDE;  METOPROLOL TARTRATE","HUMAN PRESCRIPTION DRUG","04/01/2022","N/A","ANDA","30 TABLET in 1 BOTTLE (62756-369-83)","Adrenergic beta-Antagonists [MoA],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS],  beta-Adrenergic Blocker [EPC]","N/A","No","12/31/2025"
